entity_id,ticker,market_id,market_name,submarket,value_chain_role,assignment_type,relevance_tier,exposure_weight,exposure_type,weight_basis,rev_q0,rev_q1,rev_q2,rev_q3,rev_q4,rev_q5,rev_q6,rev_q7,rev_q8,rev_q9,rev_q10,rev_q11,source,as_of_date,confidence_score,notes
ENT004636,XTRA:LXS,MKT0004,Tire Manufacturing,carbon black; rubber additives,raw_material_supplier,upstream_participant,peripheral,0.3,single_market_with_out_of_scope_estimate,Text-supported estimate from Task 3 tire-additive and specialty-chemicals notes,1488.78713,1569.86976,1721.66765,1730.43666,1535.35563,1782.28865,1797.92135,1733.73611,1587.2665,1694.53853,1941.04804,2063.23338,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.76,Company text identifies rubber additives sold to tire manufacturers; specialty chemicals exposure is broader
ENT000180,AMR,MKT0005,Flat-Rolled Steel,metallurgical coal; coke,raw_material_supplier,upstream_participant,important,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,520.472,526.778,550.274,531.957,617.347,671.897,803.969,864.072,959.991,741.82,858.371,911.235,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,Company text identifies metallurgical coal sales to global steelmakers; upstream input mainly for blast furnace steelmaking
ENT000272,ASTL,MKT0005,Flat-Rolled Steel,sheet; plate,producer,focal_market_member,core,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,331.8455,376.12446,432.37576,359.75928,410.26104,444.35397,475.28587,458.30503,465.98972,541.56348,624.67905,500.66149,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.91,Company text identifies hot and cold rolled steel sheet and discrete plate production
ENT000587,BOVESPA:GGBR4,MKT0005,Flat-Rolled Steel,hot-rolled coil; plate,producer,focal_market_member,important,0.25,task3_multi_market_estimate,Text-supported estimate from Task 3 steel product mix notes,3081.75436,3374.32787,3216.44215,3030.49376,2719.93792,3191.44054,2992.97806,3232.0333,3032.68883,3416.68329,3788.15978,3727.12609,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.74,Company text identifies flat steel products as a smaller part of a broader long and special steel portfolio; mixed exposure
ENT000785,CLF,MKT0005,Flat-Rolled Steel,sheet; plate; coated steel,producer,focal_market_member,core,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,4313.0,4734.0,0.0,4629.0,4325.0,4569.0,5092.0,5199.0,5112.0,5605.0,5984.0,5295.0,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.95,"Company text identifies the largest flat-rolled steel producer in North America with hot-rolled, coated, cold-rolled, and plate products"
ENT002039,KOSE:A005490,MKT0005,Flat-Rolled Steel,hot-rolled; cold-rolled; electrical; plate,producer,focal_market_member,important,0.75,single_market_with_out_of_scope_estimate,Text-supported estimate from Task 3 steel products and holding-company notes,11666.54062,12287.18597,12971.66552,11840.25093,12054.91967,13949.46843,13432.27187,13432.11311,14392.88952,14085.01579,15277.25145,14864.12567,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.86,"Company text identifies POSCO steel products including hot-rolled, cold-rolled, electrical steel, stainless, and plates; holding company has non-steel exposure"
ENT002679,NSEI:JSWSTEEL,MKT0005,Flat-Rolled Steel,HRC; CRC; galvanized; tinplate,producer,focal_market_member,core,0.75,task3_multi_market_estimate,Text-supported estimate from Task 3 steel product mix notes,5118.26067,5082.83017,5030.8401,5245.2581,4835.03089,4736.55009,5151.52387,5553.26183,5038.49168,5366.21317,5143.77436,5718.64868,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.88,"Company text identifies flat steel products as the majority of revenue, with additional long and special steel exposure"
ENT002702,NSEI:TATASTEEL,MKT0005,Flat-Rolled Steel,hot-rolled; cold-rolled; galvanized,producer,focal_market_member,important,0.7,task3_multi_market_estimate,Text-supported estimate from Task 3 steel product mix notes,6343.70076,6606.74376,6200.44542,6579.31897,6268.81888,6433.88668,6570.48001,7043.72255,6644.93198,6701.98066,7248.98462,7666.94195,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.86,"Company text identifies flat products as majority of product mix, with long products and tubes also present"
ENT002732,NUE,MKT0005,Flat-Rolled Steel,sheet; plate,producer,focal_market_member,core,0.55,task3_multi_market_estimate,Text-supported estimate from Task 3 diversified steel notes,7687.0,8521.0,8456.0,7830.0,7076.0,7444.0,8077.0,8137.0,7705.03,8775.734,9523.256,8709.98,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.88,"Company text identifies diversified steel production including sheet and plate, plus long products and downstream fabrication"
ENT003241,RS,MKT0005,Flat-Rolled Steel,,distributor,downstream_participant,important,0.55,task3_multi_market_estimate,Text-supported estimate from Task 3 service-center notes,3498.6,3651.2,3659.8,3484.7,3126.6,3420.3,3643.3,3644.8,3337.3,3623.0,3880.3,3965.3,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,Company text identifies metals service centers distributing and processing carbon steel including flat rolled products
ENT003263,RYI,MKT0005,Flat-Rolled Steel,,distributor,downstream_participant,important,0.5,task3_multi_market_estimate,Text-supported estimate from Task 3 service-center notes,1104.8,1161.5,1169.3,1135.7,1007.4,1126.6,1225.5,1239.2,1112.4,1246.7,1343.5,1406.1,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,Company text identifies metals service center with carbon flat-rolled products and processing services
ENT003457,SHSE:600019,MKT0005,Flat-Rolled Steel,hot-rolled; cold-rolled; coated sheet,producer,focal_market_member,core,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,11386.68476,10956.85797,10043.36252,10858.89599,11348.57577,11344.24198,11192.24722,12619.54069,11671.46464,12594.12123,11483.98914,13028.32265,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.90,Company text identifies carbon steel hot/cold rolled coils and galvanized/coated sheets as majority revenue
ENT003658,STLD,MKT0005,Flat-Rolled Steel,hot-rolled; cold-rolled; coated,producer,focal_market_member,core,0.6,task3_multi_market_estimate,Text-supported estimate from Task 3 diversified steel notes,4414.048,4828.215,4565.123,4369.195,3872.138,4341.615,4632.634,4694.003,4233.423,4587.057,5081.63,4893.206,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.88,"Company text identifies flat-rolled steel as majority of steel tons, with long products also material"
ENT003752,SXC,MKT0005,Flat-Rolled Steel,metallurgical coal; coke,raw_material_supplier,upstream_participant,important,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,480.2,487.0,434.1,436.0,486.0,490.1,470.9,488.4,520.6,520.4,534.4,487.8,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.80,Company text identifies metallurgical coke supplied to integrated steel producers; upstream input mainly for blast furnace steelmaking
ENT004041,TSE:5401,MKT0005,Flat-Rolled Steel,hot-rolled; cold-rolled; coated; electrical,producer,focal_market_member,important,0.7,task3_multi_market_estimate,Text-supported estimate from Task 3 diversified steel notes,16714.77373,17750.63015,13922.96072,14310.89668,13819.88948,15274.08226,13623.19574,14718.72734,15815.56627,14813.90773,15214.4833,15149.65326,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.86,Company text identifies flat products and broader steelmaking operations; long products also present
ENT004315,TX,MKT0005,Flat-Rolled Steel,hot-rolled; cold-rolled; galvanized,producer,focal_market_member,core,0.75,task3_multi_market_estimate,Text-supported estimate from Task 3 steel shipment mix notes,3774.785,3954.562,3946.939,3932.808,3876.255,4480.356,4514.152,4778.297,4930.739,5184.71,3871.272,3623.371,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.88,"Company text identifies flat steel as the large majority of shipments, with long steel also present"
ENT004541,WS,MKT0005,Flat-Rolled Steel,,distributor,downstream_participant,important,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,769.8,871.9,872.9,832.9,687.4,739.0,834.0,911.0,805.8,808.0,905.8,884.0,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,Company text identifies carbon flat-rolled steel processing and electrical steel laminations; downstream processor rather than primary producer
ENT004632,XTRA:KCO,MKT0005,Flat-Rolled Steel,,distributor,downstream_participant,important,0.5,task3_multi_market_estimate,Text-supported estimate from Task 3 service-center notes,1717.10109,1888.348,1929.29536,1801.01059,1536.84232,1835.96029,1890.61181,1874.1245,1775.3211,1859.11516,1915.15721,1998.80269,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,"Company text identifies steel and metal distributor/service center with flat-roll, plate, and processing services"
ENT000587,BOVESPA:GGBR4,MKT0006,Rebar and Structural Steel,rebar; structural; wire rod,producer,focal_market_member,core,0.75,task3_multi_market_estimate,Text-supported estimate from Task 3 steel product mix notes,3081.75436,3374.32787,3216.44215,3030.49376,2719.93792,3191.44054,2992.97806,3232.0333,3032.68883,3416.68329,3788.15978,3727.12609,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.90,"Company text identifies long steel as majority of revenue, including rebar, structural shapes, bars, and wire rod"
ENT000800,CMC,MKT0006,Rebar and Structural Steel,rebar; merchant bar; structural,producer,focal_market_member,core,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,2132.018,2120.307,2114.518,2019.984,1754.376,1909.602,1996.149,2078.485,1848.287,2003.051,2209.228,2344.989,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.94,"Company text identifies rebar, merchant bar, light structural, wire rod, and steel fabrication serving construction"
ENT002679,NSEI:JSWSTEEL,MKT0006,Rebar and Structural Steel,rebar; wire rod,producer,focal_market_member,important,0.25,task3_multi_market_estimate,Text-supported estimate from Task 3 steel product mix notes,5118.26067,5082.83017,5030.8401,5245.2581,4835.03089,4736.55009,5151.52387,5553.26183,5038.49168,5366.21317,5143.77436,5718.64868,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,Company text identifies long steel products including TMT rebar and wire rod; flat products are larger
ENT002702,NSEI:TATASTEEL,MKT0006,Rebar and Structural Steel,rebar; wire rod; structural,producer,focal_market_member,important,0.3,task3_multi_market_estimate,Text-supported estimate from Task 3 steel product mix notes,6343.70076,6606.74376,6200.44542,6579.31897,6268.81888,6433.88668,6570.48001,7043.72255,6644.93198,6701.98066,7248.98462,7666.94195,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,"Company text identifies long products including rebars, wire rods, and structural sections; flat products are larger"
ENT002732,NUE,MKT0006,Rebar and Structural Steel,rebar; structural; merchant bar,producer,focal_market_member,core,0.45,task3_multi_market_estimate,Text-supported estimate from Task 3 diversified steel notes,7687.0,8521.0,8456.0,7830.0,7076.0,7444.0,8077.0,8137.0,7705.03,8775.734,9523.256,8709.98,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.88,"Company text identifies bar, structural steel, rebar, joists, and deck alongside flat products"
ENT003241,RS,MKT0006,Rebar and Structural Steel,,distributor,downstream_participant,important,0.45,task3_multi_market_estimate,Text-supported estimate from Task 3 service-center notes,3498.6,3651.2,3659.8,3484.7,3126.6,3420.3,3643.3,3644.8,3337.3,3623.0,3880.3,3965.3,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.80,"Company text identifies metal service center distributing structural, pipe/tube, and carbon steel products; downstream channel role"
ENT003263,RYI,MKT0006,Rebar and Structural Steel,,distributor,downstream_participant,important,0.5,task3_multi_market_estimate,Text-supported estimate from Task 3 service-center notes,1104.8,1161.5,1169.3,1135.7,1007.4,1126.6,1225.5,1239.2,1112.4,1246.7,1343.5,1406.1,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.80,"Company text identifies service center selling bars, plates, structural, and tubing; downstream channel role"
ENT003532,SIM,MKT0006,Rebar and Structural Steel,structural; rebar; wire rod,producer,focal_market_member,core,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,442.7839,408.08229,373.9561,380.77445,423.75373,436.5468,459.46842,475.85891,516.84796,542.93419,590.27509,710.91993,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.90,"Company text identifies structural steel, rebar, wire rod, and SBQ production"
ENT003658,STLD,MKT0006,Rebar and Structural Steel,structural; rebar; merchant bar,producer,focal_market_member,core,0.4,task3_multi_market_estimate,Text-supported estimate from Task 3 diversified steel notes,4414.048,4828.215,4565.123,4369.195,3872.138,4341.615,4632.634,4694.003,4233.423,4587.057,5081.63,4893.206,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.88,"Company text identifies long products including structural beams, rail, rebar, and merchant bar alongside flat products"
ENT004041,TSE:5401,MKT0006,Rebar and Structural Steel,bars; shapes,producer,focal_market_member,important,0.3,task3_multi_market_estimate,Text-supported estimate from Task 3 diversified steel notes,16714.77373,17750.63015,13922.96072,14310.89668,13819.88948,15274.08226,13623.19574,14718.72734,15815.56627,14813.90773,15214.4833,15149.65326,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.80,"Company text identifies long products including bars and shapes, but broader steel mix is diversified"
ENT004315,TX,MKT0006,Rebar and Structural Steel,rebar; wire rod; structural,producer,focal_market_member,important,0.25,task3_multi_market_estimate,Text-supported estimate from Task 3 steel shipment mix notes,3774.785,3954.562,3946.939,3932.808,3876.255,4480.356,4514.152,4778.297,4930.739,5184.71,3871.272,3623.371,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.76,"Company text identifies long steel products including rebar, wire rod, and structural shapes, though flat steel dominates"
ENT004632,XTRA:KCO,MKT0006,Rebar and Structural Steel,,distributor,downstream_participant,important,0.5,task3_multi_market_estimate,Text-supported estimate from Task 3 service-center notes,1717.10109,1888.348,1929.29536,1801.01059,1536.84232,1835.96029,1890.61181,1874.1245,1775.3211,1859.11516,1915.15721,1998.80269,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.80,"Company text identifies steel distributor/service center with long products including bar, tube, and structural products"
ENT000210,APA,MKT0007,Oil and Gas Exploration and Production,oil-weighted,producer,focal_market_member,core,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,1756.0,2115.0,2178.0,2636.0,2438.0,2531.0,2543.0,1951.0,1945.0,2308.0,1905.0,1976.0,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.92,"Company text identifies a mid-cap E&P company with Permian, Egypt, and North Sea production"
ENT000246,AROC,MKT0007,Oil and Gas Exploration and Production,,service_provider,upstream_participant,important,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,377.073,382.43,383.152,347.163,326.416,292.161,270.526,268.488,259.593,253.367,247.543,229.834,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.80,Company text identifies natural gas contract compression services for midstream and upstream oil and gas customers
ENT000515,BKR,MKT0007,Oil and Gas Exploration and Production,,service_provider,upstream_participant,important,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,7386.0,7010.0,6910.0,6427.0,7364.0,6908.0,7139.0,6418.0,6835.0,6641.0,6315.0,5716.0,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,"Company text identifies oilfield services and equipment for drilling, completions, production, and subsea operations"
ENT000554,BME:REP,MKT0007,Oil and Gas Exploration and Production,,producer,focal_market_member,important,0.35,single_market_with_out_of_scope_estimate,Text-supported estimate from Task 3 integrated energy notes,8467.77035,15486.33111,15889.60658,15572.84911,8043.2757,15274.36984,15790.20679,16383.64441,10014.3694,16507.1973,14289.30131,16702.52064,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.74,"Company text identifies upstream E&P production but company is integrated across refining, chemicals, customer, and low-carbon generation; human review useful"
ENT000582,BORR,MKT0007,Oil and Gas Exploration and Production,,service_provider,upstream_participant,important,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,259.4,277.1,267.7,216.6,263.1,241.6,271.9,234.0,220.6,191.5,187.5,172.0,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,Company text identifies offshore jack-up drilling services for oil and gas customers
ENT000852,COP,MKT0007,Oil and Gas Exploration and Production,oil and gas,producer,focal_market_member,core,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,13675.0,15376.0,14319.0,16909.0,14676.0,13482.0,14023.0,14269.0,15150.0,14638.0,12763.0,15310.0,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.95,"Company text identifies the largest independent E&P company with crude oil, natural gas, and NGL production"
ENT000948,CTRA,MKT0007,Oil and Gas Exploration and Production,mixed oil/gas,producer,focal_market_member,core,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,1713.0,1676.0,1665.0,1937.0,1388.0,1242.0,1235.0,1379.0,1438.0,1308.0,1154.0,1579.0,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.92,"Company text identifies diversified E&P assets in Permian, Marcellus, and Anadarko with oil, gas, and NGL production"
ENT001303,ENXTPA:TTE,MKT0007,Oil and Gas Exploration and Production,,producer,focal_market_member,important,0.4,single_market_with_out_of_scope_estimate,Text-supported estimate from Task 3 integrated energy notes,45925.0,43844.0,44676.0,47899.0,47115.0,47429.0,49183.0,51883.0,54765.0,54413.0,51534.0,58233.0,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.74,"Company text identifies upstream E&P and LNG exposure but company is integrated across refining, chemicals, fuel retail, and power; human review useful"
ENT001659,HAL,MKT0007,Oil and Gas Exploration and Production,,service_provider,upstream_participant,important,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,5657.0,5600.0,5510.0,5417.0,5610.0,5697.0,5833.0,5804.0,5739.0,5804.0,5798.0,5677.0,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.88,Company text identifies oilfield services to the upstream oil and gas industry
ENT001871,INVX,MKT0007,Oil and Gas Exploration and Production,completion tools; subsea equipment,equipment_provider,upstream_participant,important,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,273.602,240.0,224.234,240.415,250.687,151.817,130.302,127.997,133.19,139.086,147.641,141.6315,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,"Company text identifies downhole completion tools, wellhead, and subsea production equipment sold to E&P operators"
ENT002006,KMI,MKT0007,Oil and Gas Exploration and Production,,transport_operator,downstream_participant,important,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,4508.0,4146.0,4042.0,4241.0,3987.0,3699.0,3572.0,3842.0,4038.0,3907.0,3501.0,3888.0,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,"Company text identifies pipelines and terminals transporting natural gas, crude, products, and related infrastructure downstream of E&P"
ENT002118,LBRT,MKT0007,Oil and Gas Exploration and Production,,service_provider,upstream_participant,important,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,1038.737,947.397,1042.521,977.461,943.574,1138.578,1159.884,1073.125,1074.958,1215.905,1194.988,1262.077,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,Company text identifies hydraulic fracturing and completion services for onshore oil and gas producers
ENT002174,LNG,MKT0007,Oil and Gas Exploration and Production,,transport_operator,downstream_participant,important,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,5008.0,4396.0,4663.0,5420.0,4458.0,3690.0,3170.0,4135.0,4583.0,4045.0,4000.0,7153.0,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.80,Company text identifies LNG liquefaction and export infrastructure; downstream of natural gas production rather than E&P producer
ENT002430,MGY,MKT0007,Oil and Gas Exploration and Production,oil-weighted shale,producer,focal_market_member,core,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,317.628,324.935,318.981,350.3,326.609,333.135,336.725,319.417,322.628,315.678,280.291,308.382,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.90,Company text identifies an independent E&P focused on Eagle Ford and Austin Chalk production
ENT002487,MPLX,MKT0007,Oil and Gas Exploration and Production,,transport_operator,downstream_participant,important,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,3097.0,2949.0,2833.0,2938.0,2892.0,2823.0,2707.0,2689.0,2804.0,2753.0,2545.0,2579.0,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,"Company text identifies crude, product, natural gas, and NGL pipelines, gathering, processing, and fractionation"
ENT002559,NBR,MKT0007,Oil and Gas Exploration and Production,,service_provider,upstream_participant,important,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,797.529,818.19,832.788,736.186,729.819,731.805,734.798,733.704,725.801,733.974,767.067,779.139,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,Company text identifies onshore drilling services and drilling technology for E&P operators
ENT002568,NE,MKT0007,Oil and Gas Exploration and Production,,service_provider,upstream_participant,important,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,705.297,757.405,812.077,832.428,882.089,763.543,660.71,612.425,609.241,671.004,606.18,575.29,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,Company text identifies offshore drilling contractor serving oil and gas producers
ENT002584,NFG,MKT0007,Oil and Gas Exploration and Production,gas-weighted,producer,focal_market_member,important,0.55,single_market_with_out_of_scope_estimate,Text-supported estimate from Task 3 upstream gathering utility and pipeline notes,651.507,466.279,531.83,729.95,549.482,372.068,417.442,629.939,525.361,368.947,428.704,717.261,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.76,Company text identifies integrated upstream and gathering earnings with utility and pipeline segments; human review useful
ENT002627,NOV,MKT0007,Oil and Gas Exploration and Production,drilling equipment,equipment_provider,upstream_participant,important,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,2277.0,2176.0,2188.0,2103.0,2308.0,2191.0,2216.0,2155.0,2343.0,2185.0,2093.0,1962.0,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,"Company text identifies drilling rigs, wellbore technologies, completion and production equipment for E&P and drilling contractors"
ENT002691,NSEI:ONGC,MKT0007,Oil and Gas Exploration and Production,oil and gas,producer,focal_market_member,core,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,18632.21494,17776.29346,19018.02838,19967.39352,19408.44357,18897.63414,19982.86343,15040.39917,19890.75658,17677.99533,19962.37134,13585.28766,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.90,Company text identifies upstream E&P revenue from crude oil and natural gas
ENT002927,OXY,MKT0007,Oil and Gas Exploration and Production,oil-weighted,producer,focal_market_member,important,0.8,single_market_with_out_of_scope_estimate,Text-supported estimate from Task 3 upstream EBITDA and non-upstream notes,5112.0,6624.0,6414.0,6803.0,2054.0,7173.0,6817.0,5975.0,7172.0,7158.0,6702.0,7225.0,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,"Company text identifies primarily upstream oil and gas EBITDA but also midstream, chemicals, and low-carbon exposure"
ENT003389,SEHK:883,MKT0007,Oil and Gas Exploration and Production,offshore,producer,focal_market_member,core,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,12255.08978,14734.09936,14064.3234,14725.28079,12944.33559,14149.83247,15866.7382,15437.71206,15483.50705,15726.91391,13010.07957,14224.50942,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.91,Company text identifies a major offshore oil and gas producer
ENT003414,SET:PTT,MKT0007,Oil and Gas Exploration and Production,,producer,focal_market_member,important,0.2,single_market_with_out_of_scope_estimate,Text-supported estimate from Task 3 integrated energy conglomerate notes,20245.40088,19914.03944,20837.63173,20619.65837,21104.61444,23559.22135,22374.31924,21542.0666,23479.25893,21955.68303,22035.3929,22217.31181,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.68,Company text identifies upstream E&P revenue within an integrated energy conglomerate; human review useful
ENT003459,SHSE:600028,MKT0007,Oil and Gas Exploration and Production,,producer,focal_market_member,important,0.2,single_market_with_out_of_scope_estimate,Text-supported estimate from Task 3 oil production and refining/marketing notes,95811.22036,98942.15656,94041.7097,101337.5595,97001.137,112682.3008,108184.2324,109406.1352,104679.801,120091.4125,110634.0058,115199.8779,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.68,Company text identifies oil and gas production but refining and marketing dominate; human review useful
ENT003488,SHSE:601857,MKT0007,Oil and Gas Exploration and Production,oil and gas,producer,focal_market_member,important,0.5,single_market_with_out_of_scope_estimate,Text-supported estimate from Task 3 large producer and integrated operations notes,99395.65933,101016.5469,97293.47552,103783.9179,93201.49048,100181.196,102130.4819,112568.5201,103044.3245,109950.3879,103056.9613,106631.1945,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.86,Company text identifies a large oil and gas producer with integrated energy operations
ENT003551,SLB,MKT0007,Oil and Gas Exploration and Production,,service_provider,upstream_participant,core,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,9745.0,8928.0,8546.0,8490.0,9284.0,9159.0,9139.0,8707.0,8990.0,8310.0,8099.0,7736.0,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.90,Company text identifies oilfield services and technology for the global oil and gas industry
ENT003565,SM,MKT0007,Oil and Gas Exploration and Production,shale,producer,focal_market_member,core,1.0,default_assignment_weight,no exposure row; assignment treated as full exposure for demo.,678.224,778.371,762.743,807.702,817.638,614.291,634.555,507.47,581.026,640.901,523.354,523.505,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.90,"Company text identifies a mid-cap E&P company operating in Midland Basin, Eagle Ford/Austin Chalk, and Uinta Basin"
