assignment_id,entity_id,ticker,market_id,submarket,value_chain_role,assignment_type,relevance_tier,source,as_of_date,confidence_score,notes
ASG000103,ENT002927,OXY,MKT0007,oil-weighted integrated,producer,focal_market_member,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,"Company text identifies primarily upstream oil and gas EBITDA but also midstream, chemicals, and low-carbon exposure"
ASG000104,ENT003414,SET:PTT,MKT0007,integrated,producer,focal_market_member,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.68,Company text identifies upstream E&P revenue within an integrated energy conglomerate; human review useful
ASG000105,ENT003459,SHSE:600028,MKT0007,integrated,producer,focal_market_member,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.68,Company text identifies oil and gas production but refining and marketing dominate; human review useful
ASG000106,ENT003488,SHSE:601857,MKT0007,oil and gas,producer,focal_market_member,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.86,Company text identifies a large oil and gas producer with integrated energy operations
ASG000107,ENT000246,AROC,MKT0007,compression services,service_provider,upstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.80,Company text identifies natural gas contract compression services for midstream and upstream oil and gas customers
ASG000108,ENT000515,BKR,MKT0007,oilfield services,service_provider,upstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,"Company text identifies oilfield services and equipment for drilling, completions, production, and subsea operations"
ASG000109,ENT000582,BORR,MKT0007,contract drilling,service_provider,upstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.82,Company text identifies offshore jack-up drilling services for oil and gas customers
ASG000110,ENT001659,HAL,MKT0007,oilfield services,service_provider,upstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.88,Company text identifies oilfield services to the upstream oil and gas industry
ASG000111,ENT002118,LBRT,MKT0007,pressure pumping,service_provider,upstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,Company text identifies hydraulic fracturing and completion services for onshore oil and gas producers
ASG000112,ENT002559,NBR,MKT0007,contract drilling,service_provider,upstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,Company text identifies onshore drilling services and drilling technology for E&P operators
ASG000113,ENT002568,NE,MKT0007,offshore drilling,service_provider,upstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,Company text identifies offshore drilling contractor serving oil and gas producers
ASG000114,ENT004504,WFRD,MKT0007,oilfield services,service_provider,upstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.86,"Company text identifies well construction, completions, production optimization, and digital oilfield services"
ASG000115,ENT002006,KMI,MKT0007,pipeline; storage,transport_operator,downstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,"Company text identifies pipelines and terminals transporting natural gas, crude, products, and related infrastructure downstream of E&P"
ASG000116,ENT002174,LNG,MKT0007,LNG export,transport_operator,downstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.80,Company text identifies LNG liquefaction and export infrastructure; downstream of natural gas production rather than E&P producer
ASG000117,ENT002487,MPLX,MKT0007,pipeline; gathering; processing,transport_operator,downstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,"Company text identifies crude, product, natural gas, and NGL pipelines, gathering, processing, and fractionation"
ASG000118,ENT003938,TRGP,MKT0007,gathering; processing; NGL transport,transport_operator,downstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,"Company text identifies gathering, processing, transportation, fractionation, storage, and marketing services for gas, NGLs, and crude"
ASG000119,ENT004525,WMB,MKT0007,natural gas pipeline,transport_operator,downstream_participant,important,outputs/company_text_v0.csv; data/GSE580_theta_data.csv; outputs/company_peers_top5.csv,2026-05-28,0.84,"Company text identifies natural gas pipeline, gathering, processing, transportation, and storage infrastructure"
